url,date,sessionname,location,time,poster_id,presenters,title,trackname,error
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695525,"[{'name': 'Sharon G. Humiston, MD, MPH', 'title': 'Associate Director for Research', 'affiliation': 'Immunize.org Rochester, New York, United States'}, {'name': 'Leah Molloy, PharmD (she/her/hers)', 'title': 'Director, Scientific Affairs', 'affiliation': 'PRIME Education Brighton, Michigan, United States'}, {'name': 'Laura Simone, PhD', 'title': 'Executive Director, Scientific Affairs', 'affiliation': 'PRIME Education, LLC Fort Lauderdale, Florida, United States'}, {'name': 'Chris Napolitan, n/a', 'title': 'Managing Director', 'affiliation': 'PRIME Education Brooklyn, New York, United States'}, {'name': 'Jeffrey D. Carter, PhD', 'title': 'Director, Population Health and Research', 'affiliation': 'PRIME Education, LLC Fort Lauderdale, Florida, United States'}, {'name': 'Jenniffer A. Meza Jimenez, BS, LD/N, CLC', 'title': 'Project Coordinator', 'affiliation': 'PRIME Education West Palm Beach, Florida, United States'}, {'name': 'Chelsie Anderson Chadha, PhD', 'title': 'PRIME Education, LLC', 'affiliation': 'Fort Lauderdale, Florida, United States'}, {'name': 'Bonnie Douglas, PhD (she/her/hers)', 'title': 'Associate Director, Scientific Affairs', 'affiliation': 'PRIME Education, LLC Philadelphia, Pennsylvania, United States'}]",(P-1) Impacts of a Quality Improvement Initiative to Build Confidence in Human Papillomavirus (HPV) Vaccination Among American Indian Communities,I3. Adolescent Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695077,"[{'name': 'Juan Carlos Orengo, MD, MPH, PhD', 'title': 'PhD', 'affiliation': 'MSD (IA) LLC Guaynabo, Puerto Rico'}, {'name': 'Ana Marisol Rendon, MD, MS', 'title': 'MSD Panama', 'affiliation': 'Panama, Panama, Panama'}, {'name': 'Bruna Cristina Lima, n/a', 'title': 'MSD Brazil', 'affiliation': 'São, Sao Paulo, Brazil'}, {'name': 'Andrew Pavelyev, n/a', 'title': 'Merck&Co.,Inc.', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Vincent Daniels, PhD', 'title': 'Merck&Co.,Inc.', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Kunal Saxena, PhD', 'title': 'Merck&Co.,Inc.', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Wilberth Herrera-Solano, MD', 'title': 'Caja Costarricense de Seguro Social', 'affiliation': 'San Jose, San Jose, Costa Rica'}, {'name': 'Cintia I. Parellada, MD, PhD (she/her/hers)', 'title': 'Executive Director Outcomes Research', 'affiliation': 'MSD Brazil São Paulo, Sao Paulo, Brazil'}]",(P-2) Public Health and Economic Impact of Implementing Gender-Neutral Vaccination with the 4-Valent Human Papillomavirus Vaccine in Costa Rica,I3. Adolescent Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=3,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695044,"[{'name': 'Juan Carlos Orengo, MD, MPH, PhD', 'title': 'PhD', 'affiliation': 'MSD (IA) LLC Guaynabo, Puerto Rico'}, {'name': 'Ana Marisol Rendon, MD, MS', 'title': 'MSD Panama', 'affiliation': 'Panama, Panama, Panama'}, {'name': 'Bruna Cristina Lima, n/a', 'title': 'MSD Brazil', 'affiliation': 'São, Sao Paulo, Brazil'}, {'name': 'Vincent Daniels, PhD', 'title': 'Merck&Co.,Inc.', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Kunal Saxena, PhD', 'title': 'Merck&Co.,Inc.', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Andrew Pavelyev, n/a', 'title': 'Merck&Co.,Inc.', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Cintia I. Parellada, MD, PhD (she/her/hers)', 'title': 'Executive Director Outcomes Research', 'affiliation': 'MSD Brazil São Paulo, Sao Paulo, Brazil'}]",(P-3) Assessing the Public Health Impact of Transitioning from a 4-valent to a 9-valent HPV Vaccination Program in Panama,I3. Adolescent Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=4,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695026,"[{'name': 'Juan Carlos Orengo, MD, MPH, PhD', 'title': 'PhD', 'affiliation': 'MSD (IA) LLC Guaynabo, Puerto Rico'}, {'name': 'Bruna Cristina Lima, n/a', 'title': 'MSD Brazil', 'affiliation': 'São, Sao Paulo, Brazil'}, {'name': 'Cintia I. Parellada, MD, PhD (she/her/hers)', 'title': 'Executive Director Outcomes Research', 'affiliation': 'MSD Brazil São Paulo, Sao Paulo, Brazil'}, {'name': 'Tulio Tadeu Rocha sarmento, MSc', 'title': 'Precision Data', 'affiliation': 'São pa, Sao Paulo, Brazil'}, {'name': 'Julio Oliveira Barbour, BSc, MD', 'title': 'Precision Data', 'affiliation': 'São, Sao Paulo, Brazil'}, {'name': 'Rodrigo Gonçalves Queijo, BSc', 'title': 'Precision Data', 'affiliation': 'São Paulo, Sao Paulo, Brazil'}, {'name': 'Ana Luiza Bierrenbach, MD, PhD', 'title': 'Epidemiologist', 'affiliation': 'Hospital Sirio Libanês São Paulo, Sao Paulo, Brazil'}]",(P-4) Real-world Impact of Quadrivalent Human papillomavuris vaccination on Genital Warts and High-grade Cervical Intraepitelial Neoplasia Hospitalization rates in Brazil,I3. Adolescent Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=5,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695482,"[{'name': 'Sarah Meyer, MD, MPH', 'title': 'Chief Medical Officer', 'affiliation': 'Centers for Disease Control and Prevention Atlanta, Georgia, United States'}, {'name': 'DAVID NMN YANKEY, PhD, MPH, MS', 'title': 'Mathematical Statistician', 'affiliation': 'CDC/NCIRD/ISD/SEB ATLANTA, Georgia, United States'}, {'name': 'Laurie Elam-Evans, PhD', 'title': 'Health Scientist', 'affiliation': 'CDC Atlanta, GA, United States'}, {'name': 'Sandy Pingali, MPH/MS', 'title': 'Centers for Disease Control and Prevention', 'affiliation': 'Atlanta, Georgia, United States'}, {'name': 'Shannon K. Stokley, DrPH', 'title': 'Deputy Director for Science Implementation', 'affiliation': 'Immunization Services Division, National Center for Immunization and Respiratory Disease, CDC Atlanta, Georgia, United States'}, {'name': 'James A. Singleton, PhD', 'title': 'Chief, Assessment Branch', 'affiliation': 'Centers for Disease Control and Prevention Atlanta, GA, United States'}, {'name': 'Ponesai Nyika, MBChB, MPH', 'title': 'Epidemic Intelligence Service (EIS) Officer', 'affiliation': 'Centers for Disease Control and Prevention (CDC) Atlanta, Georgia, United States'}]","(P-5) Human Papillomavirus Vaccination Coverage Among Girls and Boys in the United States: A Birth Year Cohort Analysis of the National Immunization Survey-Teen, 2016–2022.",I3. Adolescent Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=6,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695397,"[{'name': 'Yo Murata, MD (he/him/his)', 'title': 'Fellow', 'affiliation': ""Tokyo Metropolitan Children's Medical Center Fuchu, Tokyo, Japan""}, {'name': 'Yuya Saito, MD, PhD', 'title': 'Tokyo Metropolitan Tama-hokubu Medical Center', 'affiliation': 'Higashimurayama, Tokyo, Japan'}, {'name': 'Toshimasa Obonai, MD', 'title': 'Tokyo Metropolitan Tama-hokubu Medical Center', 'affiliation': 'Higashimurayama, Tokyo, Japan'}]",(P-6) Effect of a school-based tutorial about the HPV vaccine for female middle school students on the HPV vaccination rate in Japan,I3. Adolescent Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=7,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695428,"[{'name': 'Achiraya Pakngao, MD (she/her/hers)', 'title': 'resident', 'affiliation': 'Faculty of Medicine Ramathibodi Hospital, Mahidol University Bangkok, Krung Thep, Thailand'}, {'name': 'Sureerat Suwatcharangoon, MD', 'title': 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', 'affiliation': 'Bangkok, Krung Thep, Thailand'}, {'name': 'Pintip Ngamjanyaporn, MD', 'title': 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', 'affiliation': 'Bangkok, Krung Thep, Thailand'}, {'name': 'Kobporn Boonnak, Ph.D.', 'title': 'Faculty of Medicine Siriraj Hospital, Mahidol University', 'affiliation': 'Bangkok, Krung Thep, Thailand'}, {'name': 'Tanitta Suangtamai, MS', 'title': 'Mrs.', 'affiliation': 'Faculty of Medicine Ramathibodi Hospital, Mahidol University Bangkok, Krung Thep, Thailand'}, {'name': 'Porpon Rotjanapan, MD', 'title': 'Dr.', 'affiliation': 'Faculty of Medicine Ramathibodi Hospital, Mahidol University Bangkok, Krung Thep, Thailand'}]",(P-7) A study of influenza vaccination response in disabled stroke patients,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=8,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,694903,"[{'name': 'Amanda C. Miles, MPH (she/her/hers)', 'title': 'Senior Manager, RWE Scientist, Vaccines', 'affiliation': 'Pfizer New York, New York, United States'}, {'name': 'Sarah J. Willis, PhD, MPH', 'title': 'Director, Vaccines RWE Scientist', 'affiliation': 'Pfizer Wakefield, Massachusetts, United States'}, {'name': 'Erica Chilson, PharmD', 'title': 'Senior Director, US Medical Affairs', 'affiliation': 'Pfizer 500 Arcola Road, Pennsylvania, United States'}, {'name': 'Lindsay Grant, PhD, MPH', 'title': 'Pfizer Inc.', 'affiliation': 'New York, New York, United States'}, {'name': 'Christian Theilacker, MD, DTM&H', 'title': 'Pfizer Inc.', 'affiliation': 'New York, New York, United States'}, {'name': 'Cassandra Hall-Murray, PharmD', 'title': 'Senior Director, Vaccines Medical Development and Scientific Affairs', 'affiliation': 'Pfizer, Inc. Collegeville, Pennsylvania, United States'}, {'name': 'Qi Yan, PhD, MS', 'title': 'Pfizer Inc.', 'affiliation': 'New York, New York, United States'}, {'name': 'Jeffrey T. Vietri, PhD', 'title': 'Director, HEOR', 'affiliation': 'Pfizer, Inc. Collegeville, Pennsylvania, United States'}, {'name': 'Tamuno Alfred, PhD', 'title': 'Pfizer', 'affiliation': 'New York City, New York, United States'}, {'name': 'Alejandro D. Cane, MD, PhD', 'title': 'North America Vaccines Medical Scientific Affairs Lead', 'affiliation': 'Pfizer Collegeville, Pennsylvania, United States'}, {'name': 'Bradford D. Gessner, M.D., M.P.H.', 'title': 'Vice President Global Medical Lead for Respiratory Vaccines', 'affiliation': 'Pfizer Biopharma Group Collegeville, Pennsylvania, United States'}]",(P-8) Assessment of 13-valent pneumococcal conjugate vaccine effectiveness among people living with HIV in the United States,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=9,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695469,"[{'name': 'Amber L. Linkenheld-Struk, BA, MLT, CIC (she/her/hers)', 'title': 'Infection Preventionist', 'affiliation': 'Sunnybrook Health Sciences Centre Toronto, Ontario, Canada'}, {'name': 'Victoria R. Williams, MPH CIC (she/her/hers)', 'title': 'Infection Prevention and Control Epidemiologist', 'affiliation': 'Sunnybrook Health Sciences Centre Toronto, Ontario, Canada'}, {'name': 'Karen Chan, BSc, CHIMA', 'title': 'Consultant', 'affiliation': 'Sunnybrook Health Sciences Centre Toronto, Ontario, Canada'}, {'name': 'Helene Carating, BScPhm', 'title': 'Sunnybrook Health Sciences Centre', 'affiliation': 'Toronto, Ontario, Canada'}, {'name': 'Romina Marchesano, BScPhm, MSc', 'title': 'Sunnybrook Health Sciences Centre', 'affiliation': 'Toronto, Ontario, Canada'}, {'name': 'Jennifer Do, BScPhm, RPh, ACPR', 'title': 'Pharmacist', 'affiliation': 'Sunnybrook Health Science Centre Toronto, Ontario, Canada'}, {'name': 'Sherri Sullivan, BScPharm', 'title': 'Pharmacist', 'affiliation': 'Sunnybrook Health Sciences Centre Toronto, Ontario, Canada'}, {'name': 'Danette Beechinor, BSc Pharm, Pharm D, CHPE, CD', 'title': 'Co-Director', 'affiliation': 'Sunnybrook Health Sciences Centrte Toronto, Ontario, Canada'}, {'name': 'William K. Silverstein, MD, MSc, FRCPC', 'title': 'Staff Physician and Assistant Professor', 'affiliation': 'Sunnybrook Health Sciences Centre, University of Toronto Toronto, Ontario, Canada'}, {'name': 'Jerome A. Leis, MD MSc FRCPC', 'title': 'Medical Director, Infection Prevention and Control', 'affiliation': 'Sunnybrook Health Sciences Centre Toronto, Ontario, Canada'}]",(P-9) Standardized Model for SARS-CoV-2 and Influenza Vaccination of Hospitalized Patients: A Before-After Quality Improvement Study,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=10,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695190,"[{'name': 'Kevin Bakker, PhD', 'title': 'Principal Scientist', 'affiliation': 'Merck & Co., Inc., Rahway, NJ, USA Philadelphia, Pennsylvania, United States'}, {'name': 'Rachel Oidtman, PhD', 'title': 'Associate Principal Scientist', 'affiliation': 'Merck & Co., Inc. Lansdale, Pennsylvania, United States'}, {'name': 'Giulio Meleleo, PhD', 'title': 'Wolfram Research, Inc.', 'affiliation': 'Champaign, Illinois, United States'}, {'name': 'Oluwaseun Sharomi, MSc, PhD', 'title': 'Principal Scientist', 'affiliation': 'Merck & Co., Inc. Lansdale, Pennsylvania, United States'}, {'name': 'Manon Breau Brunel, n/a', 'title': 'MSD, Paris, France', 'affiliation': 'Paris, Ile-de-France, France'}, {'name': 'Gaelle Farge, n/a', 'title': 'MSD, Paris, France', 'affiliation': 'Paris, Ile-de-France, France'}, {'name': 'Jeremy Carette, n/a', 'title': 'MSD, Paris, France', 'affiliation': 'Paris, Ile-de-France, France'}, {'name': 'Robert Nachbar, PhD', 'title': 'Wolfram Research, Inc.', 'affiliation': 'Champaign, Illinois, United States'}]",(P-11) Assessing the Epidemiological Impact of an Age-Based Pneumococcal Vaccine Recommendation in France,I1. Adult Vaccines,
